Obs,cohort,label_cohort,cohort_years,dod_occ_code_level,dod_occ_code,label_dod_occ_code,ind_level,industry,label_industry,y1_emp,y5_emp,y10_emp,y1_p25_earnings,y5_p25_earnings,y10_p25_earnings,y1_p50_earnings,y5_p50_earnings,y10_p50_earnings,y1_p75_earnings,y5_p75_earnings,y10_p75_earnings,status_y1_emp,status_y5_emp,status_y10_emp,status_y1_earn,status_y5_earn,status_y10_earn
451,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,11,"Agriculture, Forestry, Fishing and Hunting",53,.,.,17440,.,.,23880,.,.,28880,.,.,1,5,5,1,5,5
452,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,21,"Mining, Quarrying, and Oil and Gas Extraction",223,247,228,33850,45190,56990,46930,63460,80650,63050,83790,104400,1,1,1,1,1,1
453,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,22,Utilities,134,192,187,33710,43530,50140,41080,56030,65570,52100,74430,87210,1,1,1,1,1,1
454,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,23,Construction,1146,1087,702,21570,28200,32050,29750,39700,44560,41080,54430,62680,1,1,1,1,1,1
455,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,31-33,Manufacturing,1940,1898,1546,23420,29970,34490,31710,41030,47460,42540,55080,64030,1,1,1,1,1,1
456,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,42,Wholesale Trade,936,928,689,24240,29340,32770,32640,39400,46550,43550,52490,62580,1,1,1,1,1,1
457,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,44-45,Retail Trade,2199,1822,1148,17700,21680,23900,24030,31470,34970,34040,43750,49970,1,1,1,1,1,1
458,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,48-49,Transportation and Warehousing,1690,1431,1108,23310,29570,31230,33220,41520,45150,46220,55720,61320,1,1,1,1,1,1
459,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,51,Information,355,432,308,22730,32300,38380,33970,43440,52820,46190,60580,74020,1,1,1,1,1,1
460,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,52,Finance and Insurance,424,508,390,21730,29530,34670,30600,40750,48120,41780,52030,67170,1,1,1,1,1,1
461,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,53,Real Estate and Rental and Leasing,317,309,217,19940,24920,29170,27540,34090,38380,37890,48460,55010,1,1,1,1,1,1
462,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,54,"Professional, Scientific, and Technical Services",975,1270,952,29760,37570,41650,44870,54900,63810,64310,81810,94520,1,1,1,1,1,1
463,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,55,Management of Companies and Enterprises,166,227,202,20480,29520,33510,29780,43590,44690,40760,62960,71710,1,1,1,1,1,1
464,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,56,"Administrative and Support and Waste
Management and Remediation Services",3432,2445,1544,20440,24590,25320,29710,37130,38800,42650,54740,60460,1,1,1,1,1,1
465,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,61,Educational Services,555,813,772,22860,25320,29700,33460,39090,44360,48150,55230,60940,1,1,1,1,1,1
466,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,62,Health Care and Social Assistance,997,1496,1425,18590,23130,25950,25570,31370,36840,34350,43580,52280,1,1,1,1,1,1
467,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,71,"Arts, Entertainment, and Recreation",291,280,168,20070,24630,23810,26860,35310,38580,37210,49400,51580,1,1,1,1,1,1
468,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,72,Accommodation and Food Services,1304,1074,685,17070,19330,20350,22980,27500,29180,34170,40340,43310,1,1,1,1,1,1
469,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,81,Other Services (except Public Administration),403,375,266,21580,25350,26530,32680,35930,36580,43900,48990,50880,1,1,1,1,1,1
470,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,92,Public Administration,2644,3295,2673,28440,37160,40230,36580,47950,54420,45760,62620,74510,1,1,1,1,1,1
471,2000,2000-2007,8,2,18X,Service and Supply Handlers,N,99,Federal Government,2281,4124,3778,33630,41570,45870,42240,52710,58950,52970,67840,80360,1,1,1,1,1,1
472,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,11,"Agriculture, Forestry, Fishing and Hunting",225,77,.,20230,21080,.,27100,29500,.,37370,45260,.,1,1,-1,1,1,-1
473,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,21,"Mining, Quarrying, and Oil and Gas Extraction",1119,449,.,38430,51560,.,56820,73080,.,74270,95520,.,1,1,-1,1,1,-1
474,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,22,Utilities,243,182,.,30410,47860,.,41240,64610,.,57310,86820,.,1,1,-1,1,1,-1
475,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,23,Construction,3380,1468,.,22380,27950,.,30940,39260,.,42500,55920,.,1,1,-1,1,1,-1
476,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,31-33,Manufacturing,4049,2020,.,23500,30540,.,32130,40800,.,44140,55980,.,1,1,-1,1,1,-1
477,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,42,Wholesale Trade,1709,848,.,22990,29960,.,31360,41570,.,43280,57760,.,1,1,-1,1,1,-1
478,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,44-45,Retail Trade,3610,1469,.,17590,19960,.,22580,27500,.,31440,39130,.,1,1,-1,1,1,-1
479,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,48-49,Transportation and Warehousing,1872,847,.,21220,27010,.,29370,37840,.,41430,53120,.,1,1,-1,1,1,-1
480,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,51,Information,542,304,.,24800,31960,.,33800,44000,.,48010,60220,.,1,1,-1,1,1,-1
481,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,52,Finance and Insurance,517,375,.,22260,33260,.,31820,49510,.,44750,69200,.,1,1,-1,1,1,-1
482,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,53,Real Estate and Rental and Leasing,499,213,.,21810,26110,.,28860,37260,.,40230,55810,.,1,1,-1,1,1,-1
483,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,54,"Professional, Scientific, and Technical Services",3329,1615,.,41010,42870,.,63130,64240,.,98760,96960,.,1,1,-1,1,1,-1
484,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,55,Management of Companies and Enterprises,326,186,.,22350,32980,.,31660,43330,.,46060,66310,.,1,1,-1,1,1,-1
485,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,56,"Administrative and Support and Waste
Management and Remediation Services",5790,2050,.,19950,23550,.,27340,33550,.,40110,52050,.,1,1,-1,1,1,-1
486,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,61,Educational Services,987,686,.,29140,32100,.,47410,47410,.,62690,64760,.,1,1,-1,1,1,-1
487,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,62,Health Care and Social Assistance,1010,821,.,18930,25480,.,25530,35720,.,34530,47740,.,1,1,-1,1,1,-1
488,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,71,"Arts, Entertainment, and Recreation",401,241,.,17760,21460,.,22820,30040,.,30790,42000,.,1,1,-1,1,1,-1
489,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,72,Accommodation and Food Services,1318,574,.,16740,17560,.,20760,24190,.,27690,32800,.,1,1,-1,1,1,-1
490,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,81,Other Services (except Public Administration),835,386,.,21460,26610,.,29710,36810,.,43650,51270,.,1,1,-1,1,1,-1
491,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,92,Public Administration,2684,1869,.,26260,35480,.,33870,45310,.,42340,60040,.,1,1,-1,1,1,-1
492,2008,2008-2015,8,2,10X,"Infantry, Gun Crews, and
Seamanship Specialists",N,99,Federal Government,1971,2042,.,32650,41260,.,43250,52110,.,58690,71830,.,1,1,-1,1,1,-1
493,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,11,"Agriculture, Forestry, Fishing and Hunting",.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
494,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,21,"Mining, Quarrying, and Oil and Gas Extraction",123,60,.,41350,55120,.,60100,79710,.,78390,103000,.,1,1,-1,1,1,-1
495,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,22,Utilities,.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
496,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,23,Construction,406,139,.,24310,26380,.,33140,39490,.,45290,57150,.,1,1,-1,1,1,-1
497,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,31-33,Manufacturing,731,399,.,26640,35450,.,38830,50450,.,57840,69510,.,1,1,-1,1,1,-1
498,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,42,Wholesale Trade,312,156,.,26730,35150,.,38210,52170,.,55480,83630,.,1,1,-1,1,1,-1
499,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,44-45,Retail Trade,514,188,.,17550,20740,.,23190,28550,.,33770,40660,.,1,1,-1,1,1,-1
500,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,48-49,Transportation and Warehousing,293,124,.,23750,27780,.,36870,37780,.,56060,52240,.,1,1,-1,1,1,-1
501,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,51,Information,592,230,.,32790,43840,.,49850,59130,.,70940,85270,.,1,1,-1,1,1,-1
502,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,52,Finance and Insurance,112,69,.,22690,29920,.,35430,45470,.,46400,62110,.,1,1,-1,1,1,-1
503,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,53,Real Estate and Rental and Leasing,69,.,.,23410,.,.,29220,.,.,45030,.,.,1,5,-1,1,5,-1
504,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,54,"Professional, Scientific, and Technical Services",1853,806,.,47800,51590,.,68970,73190,.,98230,100300,.,1,1,-1,1,1,-1
505,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,55,Management of Companies and Enterprises,61,.,.,28950,.,.,41330,.,.,67130,.,.,1,5,-1,1,5,-1
506,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,56,"Administrative and Support and Waste
Management and Remediation Services",966,338,.,21160,26070,.,29780,37950,.,49210,56880,.,1,1,-1,1,1,-1
507,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,61,Educational Services,163,122,.,25370,26270,.,45030,39150,.,67040,59750,.,1,1,-1,1,1,-1
508,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,62,Health Care and Social Assistance,191,132,.,19900,24240,.,29200,37610,.,44100,60460,.,1,1,-1,1,1,-1
509,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,71,"Arts, Entertainment, and Recreation",54,.,.,20490,.,.,29780,.,.,44520,.,.,1,5,-1,1,5,-1
510,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,72,Accommodation and Food Services,191,72,.,16360,18290,.,20830,23450,.,29590,34000,.,1,1,-1,1,1,-1
511,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,81,Other Services (except Public Administration),162,73,.,25260,28320,.,38380,39410,.,56550,58470,.,1,1,-1,1,1,-1
512,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,92,Public Administration,269,157,.,27250,33190,.,34480,41960,.,43440,56490,.,1,1,-1,1,1,-1
513,2008,2008-2015,8,2,11X,Electronic Equipment Repairers,N,99,Federal Government,535,523,.,40540,54670,.,57460,70270,.,70450,84940,.,1,1,-1,1,1,-1
514,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,11,"Agriculture, Forestry, Fishing and Hunting",72,.,.,21680,.,.,29780,.,.,36580,.,.,1,5,-1,1,5,-1
515,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,21,"Mining, Quarrying, and Oil and Gas Extraction",306,136,.,37370,58090,.,53540,75380,.,72990,98840,.,1,1,-1,1,1,-1
516,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,22,Utilities,84,54,.,30900,43530,.,41270,68560,.,51490,82650,.,1,1,-1,1,1,-1
517,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,23,Construction,923,377,.,22340,26880,.,31380,38850,.,43160,54900,.,1,1,-1,1,1,-1
518,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,31-33,Manufacturing,1249,656,.,24940,32790,.,34710,46060,.,50010,63920,.,1,1,-1,1,1,-1
519,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,42,Wholesale Trade,558,284,.,23790,30700,.,32430,43310,.,50270,61110,.,1,1,-1,1,1,-1
520,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,44-45,Retail Trade,1264,533,.,17360,19660,.,22590,26370,.,31920,38480,.,1,1,-1,1,1,-1
521,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,48-49,Transportation and Warehousing,596,265,.,21650,27990,.,31260,39680,.,44540,64300,.,1,1,-1,1,1,-1
522,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,51,Information,389,236,.,28950,38380,.,41640,55370,.,70930,77180,.,1,1,-1,1,1,-1
523,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,52,Finance and Insurance,303,214,.,24610,34740,.,35970,47430,.,49770,70130,.,1,1,-1,1,1,-1
524,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,53,Real Estate and Rental and Leasing,167,89,.,20520,31880,.,28270,40360,.,41730,54910,.,1,1,-1,1,1,-1
525,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,54,"Professional, Scientific, and Technical Services",4416,1746,.,59730,58890,.,81410,83510,.,110900,109700,.,1,1,-1,1,1,-1
526,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,55,Management of Companies and Enterprises,212,84,.,28870,36270,.,55620,50820,.,96510,69870,.,1,1,-1,1,1,-1
527,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,56,"Administrative and Support and Waste
Management and Remediation Services",2038,707,.,20970,22960,.,30310,34790,.,50520,56670,.,1,1,-1,1,1,-1
528,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,61,Educational Services,369,303,.,27330,28830,.,47040,42090,.,67440,63370,.,1,1,-1,1,1,-1
529,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,62,Health Care and Social Assistance,410,324,.,18740,23570,.,25940,33020,.,36060,46750,.,1,1,-1,1,1,-1
530,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,71,"Arts, Entertainment, and Recreation",140,85,.,17710,21900,.,22350,31460,.,33520,40540,.,1,1,-1,1,1,-1
531,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,72,Accommodation and Food Services,526,228,.,16720,18870,.,20330,24910,.,26670,35600,.,1,1,-1,1,1,-1
532,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,81,Other Services (except Public Administration),263,138,.,20980,25110,.,29550,38580,.,44890,54580,.,1,1,-1,1,1,-1
533,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,92,Public Administration,902,630,.,27070,33040,.,35290,43050,.,43830,56450,.,1,1,-1,1,1,-1
534,2008,2008-2015,8,2,12X,"Communications and Intelligence
Specialists",N,99,Federal Government,1099,1196,.,35950,48730,.,50100,68440,.,72520,88650,.,1,1,-1,1,1,-1
535,2008,2008-2015,8,2,13X,Health Care Specialists,N,11,"Agriculture, Forestry, Fishing and Hunting",.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
536,2008,2008-2015,8,2,13X,Health Care Specialists,N,21,"Mining, Quarrying, and Oil and Gas Extraction",75,.,.,43680,.,.,66580,.,.,86000,.,.,1,5,-1,1,5,-1
537,2008,2008-2015,8,2,13X,Health Care Specialists,N,22,Utilities,.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
538,2008,2008-2015,8,2,13X,Health Care Specialists,N,23,Construction,245,92,.,22910,29780,.,31460,43370,.,43930,63290,.,1,1,-1,1,1,-1
539,2008,2008-2015,8,2,13X,Health Care Specialists,N,31-33,Manufacturing,378,203,.,23830,31260,.,34080,42790,.,48490,60250,.,1,1,-1,1,1,-1
540,2008,2008-2015,8,2,13X,Health Care Specialists,N,42,Wholesale Trade,237,112,.,25340,30900,.,35960,44410,.,65370,64390,.,1,1,-1,1,1,-1
541,2008,2008-2015,8,2,13X,Health Care Specialists,N,44-45,Retail Trade,538,232,.,17150,20570,.,21730,28570,.,30310,42830,.,1,1,-1,1,1,-1
542,2008,2008-2015,8,2,13X,Health Care Specialists,N,48-49,Transportation and Warehousing,194,76,.,20540,23020,.,27820,38740,.,37840,54280,.,1,1,-1,1,1,-1
543,2008,2008-2015,8,2,13X,Health Care Specialists,N,51,Information,87,68,.,26800,35720,.,41330,47290,.,67400,69870,.,1,1,-1,1,1,-1
544,2008,2008-2015,8,2,13X,Health Care Specialists,N,52,Finance and Insurance,140,59,.,24350,32090,.,35150,43620,.,46060,57800,.,1,1,-1,1,1,-1
545,2008,2008-2015,8,2,13X,Health Care Specialists,N,53,Real Estate and Rental and Leasing,71,.,.,20140,.,.,29360,.,.,44210,.,.,1,5,-1,1,5,-1
546,2008,2008-2015,8,2,13X,Health Care Specialists,N,54,"Professional, Scientific, and Technical Services",556,255,.,32060,34570,.,49700,55230,.,71480,73740,.,1,1,-1,1,1,-1
547,2008,2008-2015,8,2,13X,Health Care Specialists,N,55,Management of Companies and Enterprises,75,.,.,20140,.,.,32860,.,.,45850,.,.,1,5,-1,1,5,-1
548,2008,2008-2015,8,2,13X,Health Care Specialists,N,56,"Administrative and Support and Waste
Management and Remediation Services",721,254,.,20460,23630,.,29760,36010,.,43810,54810,.,1,1,-1,1,1,-1
549,2008,2008-2015,8,2,13X,Health Care Specialists,N,61,Educational Services,236,192,.,26440,27960,.,39970,40560,.,52880,57620,.,1,1,-1,1,1,-1
550,2008,2008-2015,8,2,13X,Health Care Specialists,N,62,Health Care and Social Assistance,2007,1121,.,23650,31260,.,34000,44180,.,50410,60590,.,1,1,-1,1,1,-1
551,2008,2008-2015,8,2,13X,Health Care Specialists,N,71,"Arts, Entertainment, and Recreation",58,.,.,18110,.,.,23020,.,.,34430,.,.,1,5,-1,1,5,-1
552,2008,2008-2015,8,2,13X,Health Care Specialists,N,72,Accommodation and Food Services,260,117,.,16910,19190,.,20970,24010,.,28620,31550,.,1,1,-1,1,1,-1
553,2008,2008-2015,8,2,13X,Health Care Specialists,N,81,Other Services (except Public Administration),130,70,.,20510,27280,.,33450,41710,.,49470,60930,.,1,1,-1,1,1,-1
554,2008,2008-2015,8,2,13X,Health Care Specialists,N,92,Public Administration,345,238,.,26580,33390,.,34900,45440,.,43530,58520,.,1,1,-1,1,1,-1
555,2008,2008-2015,8,2,13X,Health Care Specialists,N,99,Federal Government,2003,1261,.,34770,39920,.,42400,49770,.,53670,63280,.,1,1,-1,1,1,-1
556,2008,2008-2015,8,2,14X,Other Allied Professions,N,11,"Agriculture, Forestry, Fishing and Hunting",.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
557,2008,2008-2015,8,2,14X,Other Allied Professions,N,21,"Mining, Quarrying, and Oil and Gas Extraction",.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
558,2008,2008-2015,8,2,14X,Other Allied Professions,N,22,Utilities,.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
559,2008,2008-2015,8,2,14X,Other Allied Professions,N,23,Construction,108,56,.,24390,29780,.,35550,38380,.,47530,56370,.,1,1,-1,1,1,-1
560,2008,2008-2015,8,2,14X,Other Allied Professions,N,31-33,Manufacturing,93,75,.,24140,30920,.,33650,36440,.,43220,51300,.,1,1,-1,1,1,-1
561,2008,2008-2015,8,2,14X,Other Allied Professions,N,42,Wholesale Trade,67,.,.,26690,.,.,36150,.,.,48340,.,.,1,5,-1,1,5,-1
562,2008,2008-2015,8,2,14X,Other Allied Professions,N,44-45,Retail Trade,129,54,.,17530,19120,.,21920,28670,.,29460,44690,.,1,1,-1,1,1,-1
563,2008,2008-2015,8,2,14X,Other Allied Professions,N,48-49,Transportation and Warehousing,63,.,.,21870,.,.,32580,.,.,44350,.,.,1,5,-1,1,5,-1
564,2008,2008-2015,8,2,14X,Other Allied Professions,N,51,Information,.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
565,2008,2008-2015,8,2,14X,Other Allied Professions,N,52,Finance and Insurance,.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
566,2008,2008-2015,8,2,14X,Other Allied Professions,N,53,Real Estate and Rental and Leasing,.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
567,2008,2008-2015,8,2,14X,Other Allied Professions,N,54,"Professional, Scientific, and Technical Services",445,176,.,50590,55950,.,73810,78290,.,100500,99680,.,1,1,-1,1,1,-1
568,2008,2008-2015,8,2,14X,Other Allied Professions,N,55,Management of Companies and Enterprises,.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
569,2008,2008-2015,8,2,14X,Other Allied Professions,N,56,"Administrative and Support and Waste
Management and Remediation Services",224,83,.,23560,22330,.,34950,35550,.,61020,64940,.,1,1,-1,1,1,-1
570,2008,2008-2015,8,2,14X,Other Allied Professions,N,61,Educational Services,102,80,.,28110,37030,.,44410,48120,.,60810,64020,.,1,1,-1,1,1,-1
571,2008,2008-2015,8,2,14X,Other Allied Professions,N,62,Health Care and Social Assistance,.,50,.,.,22650,.,.,30900,.,.,42410,.,5,1,-1,5,1,-1
572,2008,2008-2015,8,2,14X,Other Allied Professions,N,71,"Arts, Entertainment, and Recreation",.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
573,2008,2008-2015,8,2,14X,Other Allied Professions,N,72,Accommodation and Food Services,66,.,.,18240,.,.,24980,.,.,35720,.,.,1,5,-1,1,5,-1
574,2008,2008-2015,8,2,14X,Other Allied Professions,N,81,Other Services (except Public Administration),.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
575,2008,2008-2015,8,2,14X,Other Allied Professions,N,92,Public Administration,112,76,.,27400,33900,.,35050,42270,.,42730,51870,.,1,1,-1,1,1,-1
576,2008,2008-2015,8,2,14X,Other Allied Professions,N,99,Federal Government,311,263,.,37380,46810,.,47330,60210,.,67370,78280,.,1,1,-1,1,1,-1
577,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,11,"Agriculture, Forestry, Fishing and Hunting",.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
578,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,21,"Mining, Quarrying, and Oil and Gas Extraction",196,75,.,38830,48960,.,52970,72680,.,77750,95230,.,1,1,-1,1,1,-1
579,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,22,Utilities,.,.,.,.,.,.,.,.,.,.,.,.,5,5,-1,5,5,-1
580,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,23,Construction,523,220,.,22910,27620,.,32820,37480,.,48010,56250,.,1,1,-1,1,1,-1
581,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,31-33,Manufacturing,1174,550,.,25810,29730,.,38440,43540,.,58050,62580,.,1,1,-1,1,1,-1
582,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,42,Wholesale Trade,581,260,.,24780,28740,.,36700,39780,.,50840,57230,.,1,1,-1,1,1,-1
583,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,44-45,Retail Trade,1251,520,.,17570,19110,.,22990,25850,.,34050,37780,.,1,1,-1,1,1,-1
584,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,48-49,Transportation and Warehousing,896,374,.,23020,26740,.,32140,38520,.,48850,59560,.,1,1,-1,1,1,-1
585,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,51,Information,418,207,.,29330,34490,.,47040,50870,.,71250,73050,.,1,1,-1,1,1,-1
586,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,52,Finance and Insurance,424,195,.,22430,33310,.,32250,43090,.,44950,56130,.,1,1,-1,1,1,-1
587,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,53,Real Estate and Rental and Leasing,170,88,.,21020,24730,.,28740,36940,.,43680,49020,.,1,1,-1,1,1,-1
588,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,54,"Professional, Scientific, and Technical Services",3308,1221,.,40870,47280,.,59840,67940,.,85720,97200,.,1,1,-1,1,1,-1
589,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,55,Management of Companies and Enterprises,195,70,.,25590,33780,.,40540,46750,.,62580,65640,.,1,1,-1,1,1,-1
590,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,56,"Administrative and Support and Waste
Management and Remediation Services",2228,777,.,20540,22430,.,29320,32240,.,45230,48090,.,1,1,-1,1,1,-1
591,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,61,Educational Services,683,397,.,29170,28870,.,45720,44280,.,61210,62930,.,1,1,-1,1,1,-1
592,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,62,Health Care and Social Assistance,653,545,.,20640,22910,.,29630,32840,.,41550,46320,.,1,1,-1,1,1,-1
593,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,71,"Arts, Entertainment, and Recreation",124,62,.,18940,20260,.,25160,32580,.,38180,46060,.,1,1,-1,1,1,-1
594,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,72,Accommodation and Food Services,412,180,.,17190,18190,.,21410,22710,.,29930,32130,.,1,1,-1,1,1,-1
595,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,81,Other Services (except Public Administration),277,157,.,22100,23070,.,35670,32490,.,55690,51700,.,1,1,-1,1,1,-1
596,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,92,Public Administration,873,486,.,25100,31500,.,33010,39460,.,42310,50860,.,1,1,-1,1,1,-1
597,2008,2008-2015,8,2,15X,"Functional Support and
Administration",N,99,Federal Government,3638,2876,.,36030,44710,.,47680,58980,.,65050,78830,.,1,1,-1,1,1,-1
598,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,11,"Agriculture, Forestry, Fishing and Hunting",125,.,.,21700,.,.,29360,.,.,45550,.,.,1,5,-1,1,5,-1
599,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,21,"Mining, Quarrying, and Oil and Gas Extraction",589,206,.,39980,54350,.,58540,80770,.,79350,104900,.,1,1,-1,1,1,-1
600,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,22,Utilities,89,72,.,34760,55620,.,48870,73020,.,60880,93480,.,1,1,-1,1,1,-1
601,2008,2008-2015,8,2,16X,"Electrical/Mechanical Equipment
Repairers",N,23,Construction,1149,494,.,23650,28110,.,32540,39230,.,45920,54060,.,1,1,-1,1,1,-1
